SEGMENTID,STREET,DIRECTION,FROM_STREET,TO_STREET,LENGTH, STREET_HEADING, COMMENTS,START_LONGITUDE, START_LATITUDE,END_LONGITUDE, END_LATITUDE, CURRENT_SPEED, LAST_UPDATED
220,Roosevelt,EB,Kedzie,California,0.5,W,,-87.70567054,41.8662681,-87.69590885,41.86637346,22,12/21/16 10:50 PM
221,Roosevelt,EB,California,Western,0.5,W,,-87.69590885,41.86637346,-87.6860398,41.86647534,25,12/21/16 10:50 PM
222,Roosevelt,EB,Western,Damen,0.5,W,,-87.6860398,41.86647534,-87.6762511,41.86661737,22,12/21/16 10:50 PM
223,Roosevelt,EB,Damen,Ashland,0.5,W,,-87.6762511,41.86661737,-87.66638498,41.86672429,26,12/21/16 10:50 PM
224,Roosevelt,EB,Ashland,Racine,0.5,W,,-87.66638498,41.86672429,-87.65668267,41.86685941,-1,12/21/16 10:50 PM
225,Roosevelt,EB,Racine,Halsted,0.5,W,,-87.65668267,41.86685941,-87.64691982,41.8670169,-1,12/21/16 10:50 PM
226,Roosevelt,EB,Halsted,Jefferson,0.25,W,,-87.64691982,41.8670169,-87.64218933,41.86708246,-1,12/21/16 10:50 PM
227,Roosevelt,EB,Jefferson,Clark,0.6,W,,-87.64218933,41.86708246,-87.6304367,41.86723678,30,12/21/16 10:50 PM
228,Roosevelt,EB,Clark,Lake Shore Dr,0.6,W,,-87.6304367,41.86723678,-87.61896309,41.86736565,12,12/21/16 10:50 PM
229,Roosevelt,WB,Central,Austin,0.5,W,IDOT Signals Possible,-87.76435238,41.86575596,-87.77414765,41.86561265,-1,12/21/16 10:50 PM
230,Roosevelt,WB,Laramie,Central,0.5,W,IDOT Signals Possible,-87.75455756,41.86585056,-87.76435238,41.86575596,-1,12/21/16 10:50 PM
231,Roosevelt,WB,Cicero,Laramie,0.5,W,IDOT Signals Possible,-87.74476139,41.86608785,-87.75455756,41.86585056,-1,12/21/16 10:50 PM
232,Roosevelt,WB,Kostner,Cicero,0.5,W,IDOT Signals Possible,-87.73496347,41.8661701,-87.74476139,41.86608785,-1,12/21/16 10:50 PM
233,Roosevelt,WB,Pulaski,Kostner,0.5,W,,-87.72516919,41.86630934,-87.73496347,41.8661701,21,12/21/16 10:50 PM
234,Roosevelt,WB,Central Park,Pulaski,0.5,W,,-87.71541947,41.86642701,-87.72516919,41.86630934,25,12/21/16 10:50 PM
235,Roosevelt,WB,Kedzie,Central Park,0.5,W,,-87.70566786,41.86654251,-87.71541947,41.86642701,20,12/21/16 10:50 PM
236,Roosevelt,WB,California,Kedzie,0.5,W,,-87.69590613,41.86664787,-87.70566786,41.86654251,16,12/21/16 10:50 PM
237,Roosevelt,WB,Western,California,0.5,W,,-87.68603703,41.86674975,-87.69590613,41.86664787,-1,12/21/16 10:50 PM
238,Roosevelt,WB,Damen,Western,0.5,W,,-87.67624829,41.86689178,-87.68603703,41.86674975,-1,12/21/16 10:50 PM
239,Roosevelt,WB,Ashland,Damen,0.5,W,,-87.66638213,41.86699869,-87.67624829,41.86689178,-1,12/21/16 10:50 PM
240,Roosevelt,WB,Racine,Ashland,0.5,W,,-87.65667978,41.86713382,-87.66638213,41.86699869,28,12/21/16 10:50 PM
241,Roosevelt,WB,Halsted,Racine,0.5,W,,-87.64691688,41.8672913,-87.65667978,41.86713382,24,12/21/16 10:50 PM
242,Roosevelt,WB,Jefferson,Halsted,0.25,W,,-87.64218638,41.86735687,-87.64691688,41.8672913,15,12/21/16 10:50 PM
243,Roosevelt,WB,Clark,Jefferson,0.6,W,,-87.6304337,41.86751119,-87.64218638,41.86735687,14,12/21/16 10:50 PM
244,Roosevelt,WB,Lake Shore Dr,Clark,0.6,E,,-87.61896004,41.86764006,-87.6304337,41.86751119,-1,12/21/16 10:50 PM
245,Archer,EB,Harlem,Oak Park,0.5,W,IDOT Signal Possible,-87.80155041,41.79180965,-87.7915771,41.79201897,-1,12/21/16 10:50 PM
246,Archer,EB,Oak Park,Narragansett,0.5,W,,-87.7915771,41.79201897,-87.78180678,41.79221177,-1,12/21/16 10:50 PM
247,55th,EB,Narragansett,Austin,0.5,W,,-87.78180678,41.79221177,-87.77206742,41.79240528,-1,12/21/16 10:50 PM
248,55th,EB,Austin,Central,0.5,W,,-87.77206742,41.79240528,-87.76223503,41.79240528,-1,12/21/16 10:50 PM
249,55th,EB,Central,Laramie,0.5,W,,-87.76223503,41.79240528,-87.75250866,41.79275062,-1,12/21/16 10:50 PM
250,55th,EB,Laramie,Cicero,0.54,W,,-87.75250866,41.79275062,-87.741986,41.79289376,-1,12/21/16 10:50 PM
251,55th,EB,Cicero,Kostner,0.46,W,,-87.741986,41.79289376,-87.73296481,41.79297877,16,12/21/16 10:50 PM
252,55th,EB,Kostner,Pulaski,0.5,W,,-87.73296481,41.79297877,-87.72316025,41.79306719,-1,12/21/16 10:50 PM
253,87th,EB,Kedzie,California,0.51,W,IDOT Signals Possible,-87.70209787,41.73508337,-87.69220076,41.73524551,-1,12/21/16 10:50 PM
254,87th,EB,California,Western,0.5,W,IDOT Signals Possible,-87.69220076,41.73524551,-87.68251542,41.73539008,-1,12/21/16 10:50 PM
255,87th,EB,Western,Damen,0.5,W,,-87.68251542,41.73539008,-87.67278643,41.73551717,-1,12/21/16 10:50 PM
256,87th,EB,Damen,Ashland,0.5,W,,-87.67278643,41.73551717,-87.66306656,41.73565258,-1,12/21/16 10:50 PM
257,87th,EB,Ashland,Racine,0.5,W,,-87.66306656,41.73565258,-87.6533416,41.73579816,-1,12/21/16 10:50 PM
258,87th,EB,Racine,Halsted,0.5,W,,-87.6533416,41.73579816,-87.64362851,41.73614086,-1,12/21/16 10:50 PM
259,87th,EB,Halsted,Dan Ryan Expy,0.98,W,,-87.64362851,41.73614086,-87.62544545,41.73613367,29,12/21/16 10:50 PM
260,87th,EB,Dan Ryan Expy,Dr Martin L King Jr,0.53,E,,-87.62544545,41.73613367,-87.61452949,41.73636582,29,12/21/16 10:50 PM
261,87th,EB,Dr Martin L King Jr,Cottage Grove,0.5,E,,-87.61452949,41.73636582,-87.60482438,41.7365122,21,12/21/16 10:50 PM
262,87th,EB,Cottage Grove,Stony Island,1,E,,-87.60482438,41.7365122,-87.58563818,41.73677626,20,12/21/16 10:50 PM
263,87th,EB,Stony Island,Chicago Skyway,0.87,E,,-87.58563818,41.73677626,-87.56887315,41.73701632,26,12/21/16 10:50 PM
264,87th,WB,Kostner,Cicero,0.51,W,IDOT Signals Possible,-87.73115932,41.73482682,-87.74105635,41.73466132,28,12/21/16 10:50 PM
265,87th,WB,Pulaski,Kostner,0.5,W,IDOT Signals Possible,-87.72145536,41.73499249,-87.73115932,41.73482682,-1,12/21/16 10:50 PM
266,87th,WB,Central Park,Pulaski,0.49,W,IDOT Signals Possible,-87.71199269,41.73515865,-87.72145536,41.73499249,-1,12/21/16 10:50 PM
267,87th,WB,Kedzie,Central Park,0.5,W,IDOT Signals Possible,-87.70209518,41.73535778,-87.71199269,41.73515865,-1,12/21/16 10:50 PM
268,87th,WB,California,Kedzie,0.51,W,IDOT Signals Possible,-87.69219803,41.73551993,-87.70209518,41.73535778,-1,12/21/16 10:50 PM
269,87th,WB,Western,California,0.5,W,IDOT Signals Possible,-87.68251265,41.73566449,-87.69219803,41.73551993,30,12/21/16 10:50 PM
270,87th,WB,Damen,Western,0.5,W,,-87.67278362,41.73579159,-87.68251265,41.73566449,35,12/21/16 10:50 PM
271,87th,WB,Ashland,Damen,0.5,W,,-87.66306371,41.73592699,-87.67278362,41.73579159,28,12/21/16 10:50 PM
272,87th,WB,Racine,Ashland,0.5,W,,-87.65333871,41.73607258,-87.66306371,41.73592699,25,12/21/16 10:50 PM
273,87th,WB,Halsted,Racine,0.5,W,,-87.64362557,41.73641527,-87.65333871,41.73607258,25,12/21/16 10:50 PM
274,87th,WB,Dan Ryan Expy,Halsted,0.98,E,,-87.624761,41.736485,-87.64362557,41.73641527,-1,12/21/16 10:50 PM
275,87th,WB,Dr Martin L King Jr,Dan Ryan Expy,0.53,E,,-87.61452643,41.73664023,-87.624761,41.736485,20,12/21/16 10:50 PM
276,87th,WB,Cottage Grove,Dr Martin L King Jr,0.5,E,,-87.60482128,41.73678661,-87.61452643,41.73664023,22,12/21/16 10:50 PM
277,87th,WB,Stony Island,Cottage Grove,1,E,,-87.58563499,41.73705067,-87.60482128,41.73678661,21,12/21/16 10:50 PM
278,87th,WB,Chicago Skyway,Stony Island,0.87,E,,-87.56886989,41.73729072,-87.58563499,41.73705067,18,12/21/16 10:50 PM
279,Irving Park,EB,Pacific,Oriole,0.5,W,IDOT Signals Possible,-87.82697836,41.9521089,-87.81706697,41.95240694,-1,12/21/16 10:50 PM
280,Irving Park,EB,Oriole,Harlem,0.5,W,IDOT Signals Possible,-87.81706697,41.95240694,-87.80726194,41.95262568,-1,12/21/16 10:50 PM
281,Irving Park,EB,Harlem,Oak Park,0.56,W,IDOT Signals Possible,-87.80726194,41.95262568,-87.79627351,41.95260569,-1,12/21/16 10:50 PM
282,Irving Park,EB,Oak Park,Narragansett,0.5,W,,-87.79627351,41.95260569,-87.78656068,41.9527793,-1,12/21/16 10:50 PM
283,Irving Park,EB,Narragansett,Austin,0.5,W,,-87.78656068,41.9527793,-87.776776,41.95291894,-1,12/21/16 10:50 PM
284,Irving Park,EB,Austin,Central,0.5,W,,-87.776776,41.95291894,-87.76700093,41.95304738,16,12/21/16 10:50 PM
285,Irving Park,EB,Central,Laramie,0.5,W,,-87.76700093,41.95304738,-87.75714896,41.95316252,32,12/21/16 10:50 PM
286,Irving Park,EB,Laramie,Cicero,0.5,W,,-87.75714896,41.95316252,-87.74730613,41.95328117,26,12/21/16 10:50 PM
287,Irving Park,EB,Cicero,Kostner,0.47,W,,-87.74730613,41.95328117,-87.73806522,41.9533922,28,12/21/16 10:50 PM
288,Irving Park,EB,Kostner,Pulaski,0.53,W,,-87.73806522,41.9533922,-87.72761846,41.95351058,23,12/21/16 10:50 PM
289,Irving Park,EB,Pulaski,Central Park,0.5,W,,-87.72761846,41.95351058,-87.71781463,41.95364925,-1,12/21/16 10:50 PM
290,Irving Park,EB,Central Park,Kedzie,0.51,W,,-87.71781463,41.95364925,-87.70801622,41.95378251,21,12/21/16 10:50 PM
291,Irving Park,EB,Kedzie,California,0.49,W,,-87.70801622,41.95378251,-87.69824191,41.95383669,16,12/21/16 10:50 PM
292,Irving Park,EB,California,Western,0.5,W,,-87.69824191,41.95383669,-87.68846762,41.95387554,23,12/21/16 10:50 PM
293,Irving Park,EB,Western,Damen,0.5,W,,-87.68846762,41.95387554,-87.67875572,41.95401974,18,12/21/16 10:50 PM
294,Irving Park,EB,Damen,Ashland,0.5,W,,-87.67875572,41.95401974,-87.66905029,41.95415315,-1,12/21/16 10:50 PM
295,Irving Park,EB,Ashland,Clark,0.34,W,,-87.66905029,41.95415315,-87.6622514,41.9542409,-1,12/21/16 10:50 PM
296,Irving Park,EB,Clark,Sheridan,0.39,W,,-87.6622514,41.9542409,-87.65454619,41.95435117,29,12/21/16 10:50 PM
297,Irving Park,EB,Sheridan,Clarendon,0.24,W,,-87.65454619,41.95435117,-87.6497013,41.95442403,15,12/21/16 10:50 PM
298,Irving Park,EB,Clarendon,Lake Shore Dr,0.25,W,,-87.6497013,41.95442403,-87.64456452,41.95452032,16,12/21/16 10:50 PM
299,Irving Park,WB,Pacific,Cumberland,0.5,W,IDOT Signals Possible,-87.82697619,41.95238331,-87.83671042,41.95218892,-1,12/21/16 10:50 PM
300,Irving Park,WB,Oriole,Pacific,0.5,W,IDOT Signals Possible,-87.81706475,41.95268135,-87.82697619,41.95238331,-1,12/21/16 10:50 PM
301,Irving Park,WB,Harlem,Oriole,0.5,W,IDOT Signals Possible,-87.80725968,41.95290009,-87.81706475,41.95268135,-1,12/21/16 10:50 PM
302,Irving Park,WB,Oak Park,Harlem,0.56,W,IDOT Signals Possible,-87.79627121,41.9528801,-87.80725968,41.95290009,30,12/21/16 10:50 PM
303,Irving Park,WB,Narragansett,Oak Park,0.5,W,,-87.78655834,41.95305371,-87.79627121,41.9528801,17,12/21/16 10:50 PM
304,Irving Park,WB,Austin,Narragansett,0.5,W,,-87.77677361,41.95319335,-87.78655834,41.95305371,17,12/21/16 10:50 PM
305,Irving Park,WB,Central,Austin,0.5,W,,-87.7669985,41.95332179,-87.77677361,41.95319335,17,12/21/16 10:50 PM
306,Irving Park,WB,Laramie,Central,0.5,W,,-87.75714648,41.95343693,-87.7669985,41.95332179,19,12/21/16 10:50 PM
307,Irving Park,WB,Cicero,Laramie,0.5,W,,-87.74730362,41.95355558,-87.75714648,41.95343693,-1,12/21/16 10:50 PM
308,Irving Park,WB,Kostner,Cicero,0.47,W,,-87.73806267,41.95366661,-87.74730362,41.95355558,-1,12/21/16 10:50 PM
309,Irving Park,WB,Pulaski,Kostner,0.53,W,,-87.72761586,41.95378499,-87.73806267,41.95366661,23,12/21/16 10:50 PM
310,Irving Park,WB,Central Park,Pulaski,0.5,W,,-87.71781198,41.95392366,-87.72761586,41.95378499,25,12/21/16 10:50 PM
311,Irving Park,WB,Kedzie,Central Park,0.51,W,,-87.70801353,41.95405692,-87.71781198,41.95392366,21,12/21/16 10:50 PM
312,Irving Park,WB,California,Kedzie,0.49,W,,-87.69823918,41.95411109,-87.70801353,41.95405692,16,12/21/16 10:50 PM
313,Irving Park,WB,Western,California,0.5,W,,-87.68846485,41.95414994,-87.69823918,41.95411109,-1,12/21/16 10:50 PM
314,Irving Park,WB,Damen,Western,0.5,W,,-87.67875291,41.95429414,-87.68846485,41.95414994,22,12/21/16 10:50 PM
315,Irving Park,WB,Ashland,Damen,0.5,W,,-87.66904744,41.95442756,-87.67875291,41.95429414,18,12/21/16 10:50 PM
316,Irving Park,WB,Clark,Ashland,0.34,W,,-87.66224852,41.95451531,-87.66904744,41.95442756,12,12/21/16 10:50 PM
317,Irving Park,WB,Sheridan,Clark,0.39,W,,-87.65454328,41.95462558,-87.66224852,41.95451531,21,12/21/16 10:50 PM
318,Irving Park,WB,Clarendon,Sheridan,0.24,W,,-87.64969837,41.95469844,-87.65454328,41.95462558,18,12/21/16 10:50 PM
319,Irving Park,WB,Lake Shore Dr,Clarendon,0.25,W,,-87.64456157,41.95479472,-87.64969837,41.95469844,-1,12/21/16 10:50 PM
320,North,EB,Harlem,Oak Park,0.56,W,IDOT Signals Possible,-87.80576025,41.90872891,-87.79480475,41.90889853,22,12/21/16 10:50 PM
321,North,EB,Oak Park,Narragansett,0.5,W,IDOT Signals Possible,-87.79480475,41.90889853,-87.7849651,41.90897446,-1,12/21/16 10:50 PM
322,North,EB,Narragansett,Austin,0.48,W,IDOT Signals Possible,-87.7849651,41.90897446,-87.7756167,41.90912543,-1,12/21/16 10:50 PM
323,North,EB,Austin,Central,0.51,W,IDOT Signals Possible,-87.7756167,41.90912543,-87.76572538,41.90924152,-1,12/21/16 10:50 PM
324,North,EB,Central,Laramie,0.51,W,,-87.76572538,41.90924152,-87.75579686,41.90936407,-1,12/21/16 10:50 PM
325,North,EB,Laramie,Cicero,0.5,W,,-87.75579686,41.90936407,-87.74611571,41.90948858,14,12/21/16 10:50 PM
326,North,EB,Cicero,Kostner,0.5,W,,-87.74611571,41.90948858,-87.73626439,41.90961836,23,12/21/16 10:50 PM
327,Western,NB,111th,107th,0.5,S,,-87.68097209,41.69177812,-87.68120464,41.69907792,-1,12/21/16 10:50 PM
328,Western,NB,107th,103rd,0.5,S,,-87.68120464,41.69907792,-87.68143727,41.70637528,-1,12/21/16 10:50 PM
329,Western,NB,103rd,99th,0.5,S,,-87.68143727,41.70637528,-87.68166025,41.71367275,-1,12/21/16 10:50 PM
330,Western,NB,99th,95th,0.5,S,IDOT Signals Possible,-87.68166025,41.71367275,-87.68187204,41.72093828,-1,12/21/16 10:50 PM
331,Western,NB,95th,91st,0.5,S,IDOT Signals Possible,-87.68187204,41.72093828,-87.68211649,41.72822864,-1,12/21/16 10:50 PM
332,Western,NB,91st,87th,0.5,S,IDOT Signals Possible,-87.68211649,41.72822864,-87.68233085,41.73552625,-1,12/21/16 10:50 PM
333,Western,NB,87th,83rd,0.5,S,,-87.68233085,41.73552625,-87.68249602,41.74281467,-1,12/21/16 10:50 PM
334,Western,NB,83rd,79th,0.5,S,,-87.68249602,41.74281467,-87.68266393,41.75010178,-1,12/21/16 10:50 PM
335,Western,NB,79th,Columbus Ave,0.63,S,,-87.68266393,41.75010178,-87.68291923,41.75923108,27,12/21/16 10:50 PM
336,Western,NB,Columbus Ave,71st,0.37,S,,-87.68291923,41.75923108,-87.68305942,41.76470118,25,12/21/16 10:50 PM
337,Western,NB,71st,67th,0.5,S,,-87.68305942,41.76470118,-87.68326095,41.77197658,23,12/21/16 10:50 PM
338,Western,NB,67th,63rd,0.5,S,,-87.68326095,41.77197658,-87.68345604,41.77921498,-1,12/21/16 10:50 PM
339,Western,NB,63rd,59th,0.5,S,,-87.68345604,41.77921498,-87.68364728,41.78652769,30,12/21/16 10:50 PM
340,Western,NB,59th,55th,0.5,S,,-87.68364728,41.78652769,-87.68385842,41.79387555,28,12/21/16 10:50 PM
341,Western,NB,55th,51st,0.5,S,Western Blvd Run Parallel on the East Side,-87.68385842,41.79387555,-87.68404066,41.80114515,29,12/21/16 10:50 PM
342,Western,NB,51st,47th,0.5,S,Western Blvd Run Parallel on the East Side,-87.68404066,41.80114515,-87.68424197,41.80842471,26,12/21/16 10:50 PM
343,Western,NB,47th,43rd,0.5,S,Western Blvd Run Parallel on the East Side,-87.68424197,41.80842471,-87.68444497,41.81569489,29,12/21/16 10:50 PM
344,Western,NB,43rd,Pershing,0.5,S,Western Blvd Run Parallel on the East Side,-87.68444497,41.81569489,-87.68469334,41.82299499,16,12/21/16 10:50 PM
345,Western,NB,Pershing,Archer,0.2,S,Western Blvd Run Parallel on the East Side,-87.68469334,41.82299499,-87.6847191,41.82593688,-1,12/21/16 10:50 PM
346,Western,NB,Archer,31st,0.91,S,Western Blvd Run Parallel on the East Side,-87.6847191,41.82593688,-87.68503933,41.83907298,-1,12/21/16 10:50 PM
347,Western,NB,31st,Cermak,0.9,S,,-87.68503933,41.83907298,-87.68545675,41.85203087,26,12/21/16 10:50 PM
348,Western,NB,Cermak,18th,0.5,S,,-87.68545675,41.85203087,-87.685797,41.857496,27,12/21/16 10:50 PM
349,Western,NB,18th,Roosevelt,0.5,S,,-87.685797,41.857496,-87.68585486,41.86661151,28,12/21/16 10:50 PM
350,Western,NB,Roosevelt,Van Buren,0.65,S,,-87.68585486,41.86661151,-87.68608592,41.87608259,27,12/21/16 10:50 PM
351,Western,NB,Van Buren,Washington,0.47,S,,-87.68608592,41.87608259,-87.68630096,41.88299517,23,12/21/16 10:50 PM
352,Western,NB,Washington,Grand,0.52,N,,-87.68630096,41.88299517,-87.68651089,41.89064702,22,12/21/16 10:50 PM
353,Western,NB,Grand,Chicago,0.35,N,,-87.68651089,41.89064702,-87.68665896,41.89574221,25,12/21/16 10:50 PM
354,Western,NB,Chicago,Division,0.5,N,,-87.68665896,41.89574221,-87.6868431,41.90301509,25,12/21/16 10:50 PM
355,Western,NB,Division,North Ave,0.5,N,,-87.6868431,41.90301509,-87.68703702,41.91031983,19,12/21/16 10:50 PM
356,Western,NB,North Ave,Milwaukee,0.45,N,,-87.68703702,41.91031983,-87.68720501,41.91680439,-1,12/21/16 10:50 PM
357,Western,NB,Milwaukee,Fullerton,0.55,N,,-87.68720501,41.91680439,-87.68745819,41.92489965,-1,12/21/16 10:50 PM
358,Western,NB,Fullerton,Kennedy Expy,0.2,N,,-87.68745819,41.92489965,-87.68756612,41.92798077,14,12/21/16 10:50 PM
359,Western,NB,Kennedy Expy,Diversey,0.3,N,,-87.68756612,41.92798077,-87.68769895,41.93217809,27,12/21/16 10:50 PM
360,Western,NB,Diversey,Belmont,0.5,N,,-87.68769895,41.93217809,-87.68798106,41.93945978,29,12/21/16 10:50 PM
361,Western,NB,Belmont,Addison,0.5,N,,-87.68798106,41.93945978,-87.68807393,41.94672978,25,12/21/16 10:50 PM
362,Western,NB,Addison,Irving Park,0.5,N,,-87.68807393,41.94672978,-87.68828243,41.95401171,29,12/21/16 10:50 PM
363,Western,NB,Irving Park,Montrose,0.5,N,,-87.68828243,41.95401171,-87.68849917,41.96131182,25,12/21/16 10:50 PM
364,Western,NB,Montrose,Lawrence,0.5,N,,-87.68849917,41.96131182,-87.68872273,41.96861389,10,12/21/16 10:50 PM
365,Western,NB,Lawrence,Foster,0.5,N,,-87.68872273,41.96861389,-87.68896683,41.97589051,23,12/21/16 10:50 PM
366,Western,NB,Foster,Bryn Mawr,0.5,N,,-87.68896683,41.97589051,-87.68926444,41.98316666,23,12/21/16 10:50 PM
367,Western,NB,Bryn Mawr,Peterson,0.5,N,,-87.68926444,41.98316666,-87.68948864,41.99049897,28,12/21/16 10:50 PM
368,Western,SB,107th,111th,0.5,S,,-87.68157079,41.69908,-87.68133821,41.6917802,-1,12/21/16 10:50 PM
369,Western,SB,103rd,107th,0.5,S,,-87.68180346,41.70637736,-87.68157079,41.69908,-1,12/21/16 10:50 PM
370,Western,SB,99th,103rd,0.5,S,,-87.68202648,41.71367482,-87.68180346,41.70637736,-1,12/21/16 10:50 PM
371,Western,SB,95th,99th,0.5,S,IDOT Signals Possible,-87.68223832,41.72094036,-87.68202648,41.71367482,-1,12/21/16 10:50 PM
372,Western,SB,91st,95th,0.5,S,IDOT Signals Possible,-87.68248281,41.72823071,-87.68223832,41.72094036,-1,12/21/16 10:50 PM
373,Western,SB,87th,91st,0.5,S,IDOT Signals Possible,-87.68269722,41.73552832,-87.68248281,41.72823071,-1,12/21/16 10:50 PM
374,Western,SB,83rd,87th,0.5,S,,-87.68286242,41.74281675,-87.68269722,41.73552832,-1,12/21/16 10:50 PM
375,Western,SB,79th,83rd,0.5,S,,-87.68303038,41.75010386,-87.68286242,41.74281675,-1,12/21/16 10:50 PM
376,Western,SB,Columbus Ave,79th,0.63,S,,-87.68328573,41.75923316,-87.68303038,41.75010386,-1,12/21/16 10:50 PM
377,Western,SB,71st,Columbus Ave,0.37,S,,-87.68342595,41.76470325,-87.68328573,41.75923316,-1,12/21/16 10:50 PM
378,Western,SB,67th,71st,0.5,S,,-87.68362752,41.77197865,-87.68342595,41.76470325,24,12/21/16 10:50 PM
379,Western,SB,63rd,67th,0.5,S,,-87.68382266,41.77921705,-87.68362752,41.77197865,26,12/21/16 10:50 PM
380,Western,SB,59th,63rd,0.5,S,,-87.68401393,41.78652976,-87.68382266,41.77921705,28,12/21/16 10:50 PM
381,Western,SB,55th,59th,0.5,S,,-87.68422512,41.79387762,-87.68401393,41.78652976,28,12/21/16 10:50 PM
382,Western,SB,51st,55th,0.5,S,Western Blvd Run Parallel on the East Side,-87.6844074,41.80114722,-87.68422512,41.79387762,24,12/21/16 10:50 PM
383,Western,SB,47th,51st,0.5,S,Western Blvd Run Parallel on the East Side,-87.68460875,41.80842679,-87.6844074,41.80114722,21,12/21/16 10:50 PM
384,Western,SB,43rd,47th,0.5,S,Western Blvd Run Parallel on the East Side,-87.68481179,41.81569696,-87.68460875,41.80842679,22,12/21/16 10:50 PM
385,Western,SB,Pershing,43rd,0.5,S,Western Blvd Run Parallel on the East Side,-87.6850602,41.82299707,-87.68481179,41.81569696,21,12/21/16 10:50 PM
386,Western,SB,Archer,Pershing,0.2,S,Western Blvd Run Parallel on the East Side,-87.68508598,41.82593896,-87.6850602,41.82299707,21,12/21/16 10:50 PM
387,Western,SB,31st,Archer,0.91,S,Western Blvd Run Parallel on the East Side,-87.68540628,41.83907505,-87.68508598,41.82593896,41,12/21/16 10:50 PM
388,Western,SB,Cermak,31st,0.9,S,,-87.68582378,41.85203294,-87.68540628,41.83907505,39,12/21/16 10:50 PM
389,Western,SB,18th,Cermak,0.37,S,,-87.685945,41.857516,-87.68582378,41.85203294,38,12/21/16 10:50 PM
390,Western,SB,Roosevelt,18th,0.63,S,,-87.68622197,41.86661358,-87.685945,41.857516,39,12/21/16 10:50 PM
391,Western,SB,Van Buren,Roosevelt,0.65,S,,-87.68645308,41.87608465,-87.68622197,41.86661358,-1,12/21/16 10:50 PM
392,Western,SB,Washington,Van Buren,0.47,N,,-87.68666817,41.88299724,-87.68645308,41.87608465,28,12/21/16 10:50 PM
393,Western,SB,Grand,Washington,0.52,N,,-87.68687813,41.89064909,-87.68666817,41.88299724,31,12/21/16 10:50 PM
394,Western,SB,Chicago,Grand,0.35,N,,-87.68702624,41.89574428,-87.68687813,41.89064909,29,12/21/16 10:50 PM
395,Western,SB,Division,Chicago,0.5,N,,-87.68721042,41.90301716,-87.68702624,41.89574428,25,12/21/16 10:50 PM
396,Western,SB,North Ave,Division,0.5,N,,-87.68740438,41.9103219,-87.68721042,41.90301716,22,12/21/16 10:50 PM
397,Western,SB,Milwaukee,North Ave,0.45,N,,-87.68757241,41.91680646,-87.68740438,41.9103219,26,12/21/16 10:50 PM
398,Western,SB,Fullerton,Milwaukee,0.55,N,,-87.68782564,41.92490172,-87.68757241,41.91680646,27,12/21/16 10:50 PM
399,Western,SB,Kennedy Expy,Fullerton,0.2,N,,-87.68793359,41.92798284,-87.68782564,41.92490172,21,12/21/16 10:50 PM
400,Western,SB,Diversey,Kennedy Expy,0.3,N,,-87.68806644,41.93218016,-87.68793359,41.92798284,18,12/21/16 10:50 PM
401,Western,SB,Belmont,Diversey,0.5,N,,-87.68834859,41.93946185,-87.68806644,41.93218016,29,12/21/16 10:50 PM
402,Western,SB,Addison,Belmont,0.5,N,,-87.68844151,41.94673184,-87.68834859,41.93946185,-1,12/21/16 10:50 PM
403,Western,SB,Irving Park,Addison,0.5,N,,-87.68865004,41.95401377,-87.68844151,41.94673184,31,12/21/16 10:50 PM
404,Western,SB,Montrose,Irving Park,0.5,N,,-87.68886682,41.96131388,-87.68865004,41.95401377,31,12/21/16 10:50 PM
405,Western,SB,Lawrence,Montrose,0.5,N,,-87.68909043,41.96861596,-87.68886682,41.96131388,27,12/21/16 10:50 PM
406,Western,SB,Foster,Lawrence,0.5,N,,-87.68933457,41.97589257,-87.68909043,41.96861596,28,12/21/16 10:50 PM
407,Western,SB,Bryn Mawr,Foster,0.5,N,,-87.68963222,41.98316872,-87.68933457,41.97589257,28,12/21/16 10:50 PM
408,Western,SB,Peterson,Bryn Mawr,0.5,N,,-87.68985646,41.99050103,-87.68963222,41.98316872,25,12/21/16 10:50 PM
409,79th,EB,Halsted,Vincennes,0.5,W,,-87.64397311,41.75050083,-87.63419685,41.75060443,20,12/21/16 10:50 PM
410,79th,EB,Vincennes,State,0.49,W,,-87.63419685,41.75060443,-87.62452762,41.75082986,23,12/21/16 10:50 PM
411,79th,EB,State,Dr Martin L King Jr,0.49,E,,-87.62452762,41.75082986,-87.6149133,41.75101415,-1,12/21/16 10:50 PM
412,79th,EB,Dr Martin L King Jr,Cottage Grove,0.5,E,,-87.6149133,41.75101415,-87.60519125,41.75111561,16,12/21/16 10:50 PM
413,79th,EB,Cottage Grove,Woodlawn,0.5,E,,-87.60519125,41.75111561,-87.59541535,41.75117524,18,12/21/16 10:50 PM
414,79th,EB,Woodlawn,Stony Island,0.49,E,,-87.59541535,41.75117524,-87.58580117,41.75131643,23,12/21/16 10:50 PM
415,79th,WB,Kostner,Cicero,0.5,W,,-87.73160405,41.74947825,-87.74132653,41.74928475,44,12/21/16 10:50 PM
416,79th,WB,Pulaski,Kostner,0.5,W,,-87.72188153,41.74967093,-87.73160405,41.74947825,34,12/21/16 10:50 PM
417,79th,WB,Central Park,Pulaski,0.51,W,,-87.71188783,41.74982064,-87.72188153,41.74967093,20,12/21/16 10:50 PM
418,79th,WB,Kedzie,Central Park,0.48,W,,-87.7024134,41.74985034,-87.71188783,41.74982064,32,12/21/16 10:50 PM
