SEGMENTID,STREET,DIRECTION,FROM_STREET,TO_STREET,LENGTH, STREET_HEADING, COMMENTS,START_LONGITUDE, START_LATITUDE,END_LONGITUDE, END_LATITUDE, CURRENT_SPEED, LAST_UPDATED
419,79th,WB,State,Vincennes,0.49,E,,-87.6245246,41.75110427,-87.63419387,41.75087884,20,12/21/16 10:50 PM
420,79th,WB,Dr Martin L King Jr,State,0.49,E,,-87.61491024,41.75128856,-87.6245246,41.75110427,27,12/21/16 10:50 PM
421,79th,WB,Cottage Grove,Dr Martin L King Jr,0.5,E,,-87.60518815,41.75139002,-87.61491024,41.75128856,24,12/21/16 10:50 PM
422,79th,WB,Woodlawn,Cottage Grove,0.5,E,,-87.5954122,41.75144965,-87.60518815,41.75139002,16,12/21/16 10:50 PM
423,79th,WB,Stony Island,Woodlawn,0.49,E,,-87.58579799,41.75159084,-87.5954122,41.75144965,21,12/21/16 10:50 PM
424,95th,EB,Western,Damen,0.48,W,,-87.68205971,41.72082809,-87.6727284,41.72088959,-1,12/21/16 10:50 PM
425,95th,EB,Damen,Ashland,0.52,W,,-87.6727284,41.72088959,-87.66263461,41.72105795,-1,12/21/16 10:50 PM
426,95th,EB,Ashland,Racine,0.5,W,,-87.66263461,41.72105795,-87.65294524,41.7211522,34,12/21/16 10:50 PM
427,95th,EB,Racine,Halsted,0.5,W,,-87.65294524,41.7211522,-87.64322476,41.72132107,33,12/21/16 10:50 PM
428,95th,EB,Halsted,Wentworth,0.75,W,,-87.64322476,41.72132107,-87.62863893,41.72157278,24,12/21/16 10:50 PM
429,95th,EB,Wentworth,Michigan,0.41,W,,-87.62863893,41.72157278,-87.62053425,41.72163621,24,12/21/16 10:50 PM
430,95th,EB,Michigan,Dr Martin L King Jr,0.33,E,,-87.62053425,41.72163621,-87.61409422,41.7217473,34,12/21/16 10:50 PM
432,31st,EB,Dan Ryan Expy,State,0.49,W,,-87.63039364,41.83807234,-87.62676844,41.83821569,-1,7/21/10 2:50 PM
433,31st,EB,State,Dr Martin L King Jr,0.48,E,,-87.62676844,41.83821569,-87.61741441,41.83827906,-1,7/21/10 2:50 PM
434,31st,EB,Dr Martin Luther King Jr Dr,Moe Dr,0.39,E,,-87.61741441,41.83827906,-87.60984396,41.83839335,-1,7/21/10 2:50 PM
436,31st,WB,State,Dan Ryan Expy,0.49,E,,-87.62676542,41.8384901,-87.63039066,41.83834676,-1,7/21/10 2:50 PM
437,31st,WB,Dr Martin L King Jr,State,0.48,E,,-87.61741135,41.83855347,-87.62676542,41.8384901,-1,7/21/10 2:51 PM
438,31st,WB,Moe,Dr Martin L King Jr,0.39,E,,-87.60984087,41.83866775,-87.61741135,41.83855347,-1,7/21/10 2:50 PM
439,79th,EB,Cicero,Kostner,0.5,W,,-87.74132905,41.74901033,-87.73160661,41.74920383,14,12/21/16 10:50 PM
440,79th,EB,Kostner,Pulaski,0.5,W,,-87.73160661,41.74920383,-87.72188413,41.74939651,-1,12/21/16 10:50 PM
441,79th,EB,Pulaski,Central Park,0.51,W,,-87.72188413,41.74939651,-87.71189047,41.74954623,29,12/21/16 10:50 PM
442,79th,EB,Central Park,Kedzie,0.48,W,,-87.71189047,41.74954623,-87.70241609,41.74957593,33,12/21/16 10:50 PM
443,79th,EB,Kedzie,California,0.5,W,,-87.70241609,41.74957593,-87.69263919,41.74976583,30,12/21/16 10:50 PM
444,79th,EB,California,Western,0.51,W,,-87.69263919,41.74976583,-87.68275405,41.74991362,26,12/21/16 10:50 PM
445,79th,EB,Western,Damen,0.49,W,,-87.68275405,41.74991362,-87.67308525,41.75014314,32,12/21/16 10:50 PM
446,79th,EB,Damen,Ashland,0.49,W,,-87.67308525,41.75014314,-87.66347154,41.75029083,24,12/21/16 10:50 PM
447,79th,EB,Ashland,Racine,0.5,W,,-87.66347154,41.75029083,-87.6536959,41.75031475,17,12/21/16 10:50 PM
448,79th,EB,Racine,Halsted,0.5,W,,-87.6536959,41.75031475,-87.64397311,41.75050083,14,12/21/16 10:50 PM
449,79th,WB,California,Kedzie,0.5,W,,-87.69263646,41.75004024,-87.7024134,41.74985034,-1,12/21/16 10:50 PM
450,79th,WB,Western,California,0.51,W,,-87.68275128,41.75018803,-87.69263646,41.75004024,-1,12/21/16 10:50 PM
451,79th,WB,Damen,Western,0.49,W,,-87.67308244,41.75041755,-87.68275128,41.75018803,25,12/21/16 10:50 PM
452,79th,WB,Ashland,Damen,0.49,W,,-87.66346869,41.75056524,-87.67308244,41.75041755,21,12/21/16 10:50 PM
453,79th,WB,Racine,Ashland,0.5,W,,-87.65369301,41.75058916,-87.66346869,41.75056524,20,12/21/16 10:50 PM
454,79th,WB,Halsted,Racine,0.5,W,,-87.64397017,41.75077524,-87.65369301,41.75058916,17,12/21/16 10:50 PM
455,79th,WB,Vincennes,Halsted,0.5,W,,-87.63419387,41.75087884,-87.64397017,41.75077524,17,12/21/16 10:50 PM
456,95th,EB,Dr Martin L King Jr,Cottage Grove,0.49,E,,-87.61409422,41.7217473,-87.60450437,41.72195151,33,12/21/16 10:50 PM
457,95th,EB,Cottage Grove,Woodlawn,0.5,E,,-87.60450437,41.72195151,-87.59473455,41.72200254,25,12/21/16 10:50 PM
458,95th,EB,Woodlawn,Stony Island,0.49,E,,-87.59473455,41.72200254,-87.58510902,41.7222049,33,12/21/16 10:50 PM
459,95th,EB,Stony Island,Jeffery,0.5,E,,-87.58510902,41.7222049,-87.57536812,41.72236788,-1,12/21/16 10:50 PM
460,95th,EB,Jeffery,Torrence,0.8,E,,-87.57536812,41.72236788,-87.55987413,41.72256707,-1,12/21/16 10:50 PM
461,95th,EB,Torrence,Baltimore,0.59,E,,-87.55987413,41.72256707,-87.54832288,41.72262051,-1,7/21/10 2:50 PM
462,95th,EB,Baltimore,Ewing,0.6,E,,-87.54832288,41.72262051,-87.53654438,41.72280299,-1,7/21/10 2:50 PM
463,95th,WB,Damen,Western,0.48,W,,-87.67272559,41.72116401,-87.68205694,41.7211025,24,12/21/16 10:50 PM
464,95th,WB,Ashland,Damen,0.52,W,,-87.66263176,41.72133237,-87.67272559,41.72116401,27,12/21/16 10:50 PM
465,95th,WB,Racine,Ashland,0.5,W,,-87.65294234,41.72142662,-87.66263176,41.72133237,31,12/21/16 10:50 PM
466,95th,WB,Halsted,Racine,0.5,W,,-87.64322183,41.72159548,-87.65294234,41.72142662,33,12/21/16 10:50 PM
467,95th,WB,Wentworth,Halsted,0.75,W,,-87.62863593,41.7218472,-87.64322183,41.72159548,18,12/21/16 10:50 PM
468,95th,WB,Michigan,Wentworth,0.41,E,,-87.62053122,41.72191062,-87.62863593,41.7218472,24,12/21/16 10:50 PM
469,95th,WB,Dr Martin L King Jr,Michigan,0.33,E,,-87.61409116,41.72202171,-87.62053122,41.72191062,29,12/21/16 10:50 PM
470,95th,WB,Cottage Grove,Dr Martin L King Jr,0.49,E,,-87.60450127,41.72222592,-87.61409116,41.72202171,32,12/21/16 10:50 PM
471,95th,WB,Woodlawn,Cottage Grove,0.5,E,,-87.5947314,41.72227695,-87.60450127,41.72222592,-1,12/21/16 10:50 PM
472,95th,WB,Stony Island,Woodlawn,0.49,E,,-87.58510584,41.72247931,-87.5947314,41.72227695,-1,12/21/16 10:50 PM
473,95th,WB,Jeffery,Stony Island,0.5,E,,-87.57536489,41.72264229,-87.58510584,41.72247931,-1,12/21/16 10:50 PM
474,95th,WB,Torrence,Jeffery,0.8,E,,-87.55987084,41.72284148,-87.57536489,41.72264229,-1,12/21/16 10:50 PM
475,95th,WB,Baltimore,Torrence,0.59,E,,-87.54831954,41.72289492,-87.55987084,41.72284148,-1,7/21/10 2:50 PM
476,95th,WB,Ewing,Baltimore,0.6,E,,-87.53654099,41.7230774,-87.54831954,41.72289492,-1,7/21/10 2:50 PM
477,111th,EB,Western,Monterey,0.54,W,,-87.68116811,41.69163475,-87.67058154,41.69178861,32,12/21/16 10:50 PM
478,111th,EB,Vincennes,Racine,0.41,W,,-87.663245,41.692025,-87.65213845,41.69210963,25,12/21/16 10:50 PM
479,111th,EB,Racine,Halsted,0.5,W,,-87.65213844,41.69210963,-87.6423663,41.69223273,-1,12/21/16 10:50 PM
480,111th,EB,Halsted,Stewart,0.48,W,,-87.6423663,41.69223273,-87.63292457,41.69232403,-1,12/21/16 10:50 PM
481,111th,EB,Stewart,Michigan,0.61,W,,-87.63292458,41.69232403,-87.62103936,41.6924819,-1,12/21/16 10:50 PM
482,111th,EB,Michigan,Cottage Grove,0.57,E,,-87.62103937,41.6924819,-87.60985706,41.69262648,-1,12/21/16 10:50 PM
483,111th,EB,Cottage Grove,Bishop Ford Expy,0.57,E,,-87.60985706,41.69262648,-87.59881265,41.69237498,-1,12/21/16 10:50 PM
484,111th,WB,Monterey,Western,0.54,W,,-87.67057873,41.69206303,-87.68116534,41.69190916,-1,12/21/16 10:50 PM
485,111th,WB,Racine,Vincennes,0.41,W,,-87.65213555,41.69238405,-87.663399,41.69229942,-1,12/21/16 10:50 PM
486,111th,WB,Halsted,Racine,0.5,W,,-87.64236337,41.69250715,-87.65213555,41.69238405,-1,12/21/16 10:50 PM
487,111th,WB,Stewart,Halsted,0.48,W,,-87.63292159,41.69259844,-87.64236337,41.69250715,26,12/21/16 10:50 PM
488,111th,WB,Michigan,Stewart,0.61,E,,-87.62103633,41.69275631,-87.63292159,41.69259844,24,12/21/16 10:50 PM
489,111th,WB,Cottage Grove,Michigan,0.57,E,,-87.60985398,41.69290089,-87.62103633,41.69275631,31,12/21/16 10:50 PM
490,111th,WB,Bishop Ford Expy,Cottage Grove,0.57,E,,-87.59880953,41.69264939,-87.60985398,41.69290089,-1,12/21/16 10:50 PM
491,Monterey,SE,111th,Vincennes,0.48,S,Part of 111th,-87.67048462,41.691791,-87.663346,41.692013,27,12/21/16 10:50 PM
492,Monterey,NW,Vincennes,111th,0.48,S,Part of 111th,-87.663494,41.692177,-87.6704818,41.69206541,-1,12/21/16 10:50 PM
493,Archer,EB,Narragansett,Austin,0.51,S,,-87.78178957,41.79222779,-87.77208272,41.79406784,-1,12/21/16 10:50 PM
494,Archer,EB,Austin,Central,0.51,S,,-87.77208272,41.79406784,-87.76240302,41.79557417,-1,12/21/16 10:50 PM
495,Archer,EB,Central,Laramie,0.51,S,,-87.76240302,41.79557417,-87.75265737,41.79708861,-1,12/21/16 10:50 PM
496,Archer,EB,Laramie,Cicero,0.51,S,,-87.75265737,41.79708861,-87.74290345,41.79850045,-1,12/21/16 10:50 PM
497,Archer,EB,Cicero,Kostner,0.51,S,,-87.74290345,41.79850045,-87.73317253,41.80002255,-1,12/21/16 10:50 PM
498,Archer,EB,Kostner,Pulaski,0.52,S,,-87.73317253,41.80002255,-87.72348478,41.80218419,16,12/21/16 10:50 PM
499,Archer,EB,Pulaski,47th,0.62,S,,-87.72348478,41.80218419,-87.71403721,41.80776121,-1,12/21/16 10:50 PM
500,Archer,EB,47th,Kedzie,0.66,S,,-87.71403721,41.80776121,-87.70426059,41.81398914,-1,12/21/16 10:50 PM
501,Archer,EB,Kedzie,California,0.64,S,,-87.70426059,41.81398914,-87.69448555,41.81986336,-1,12/21/16 10:50 PM
502,Archer,EB,California,Western,0.64,S,,-87.69448555,41.81986336,-87.68489602,41.82587891,29,12/21/16 10:50 PM
503,Archer,EB,Western,Damen,0.63,S,,-87.68489602,41.82587891,-87.67537287,41.83168929,25,12/21/16 10:50 PM
504,Archer,EB,Damen,Ashland,0.63,S,,-87.67537287,41.83168929,-87.66578126,41.83756208,26,12/21/16 10:50 PM
505,Archer,EB,Ashland,Halsted,1.19,S,,-87.66578126,41.83756208,-87.64652251,41.84704646,33,12/21/16 10:50 PM
506,Archer,EB,Halsted,Cermak,0.72,S,,-87.64652251,41.84704646,-87.63481616,41.85272785,-1,12/21/16 10:50 PM
508,Archer,WB,Austin,Narragansett,0.51,S,,-87.77208033,41.79434225,-87.78178721,41.79250221,-1,12/21/16 10:50 PM
509,Archer,WB,Central,Austin,0.51,S,,-87.76240058,41.79584859,-87.77208033,41.79434225,-1,12/21/16 10:50 PM
510,Archer,WB,Laramie,Central,0.51,S,,-87.75265489,41.79736303,-87.76240058,41.79584859,-1,12/21/16 10:50 PM
511,Archer,WB,Cicero,Laramie,0.51,S,,-87.74290093,41.79877485,-87.75265489,41.79736303,33,12/21/16 10:50 PM
512,Archer,WB,Kostner,Cicero,0.51,S,,-87.73316995,41.80029696,-87.74290093,41.79877485,32,12/21/16 10:50 PM
513,Archer,WB,Pulaski,Kostner,0.52,S,,-87.72348218,41.80245859,-87.73316995,41.80029696,29,12/21/16 10:50 PM
514,Archer,WB,47th,Pulaski,0.62,S,,-87.71403459,41.80803564,-87.72348218,41.80245859,-1,12/21/16 10:50 PM
515,Archer,WB,Kedzie,47th,0.66,S,,-87.7042579,41.81426355,-87.71403459,41.80803564,-1,12/21/16 10:50 PM
516,Archer,WB,California,Kedzie,0.64,S,,-87.69448283,41.82013776,-87.7042579,41.81426355,-1,12/21/16 10:50 PM
517,Archer,WB,Western,California,0.64,S,,-87.68489325,41.82615333,-87.69448283,41.82013776,-1,12/21/16 10:50 PM
518,Archer,WB,Damen,Western,0.63,S,,-87.67537005,41.8319637,-87.68489325,41.82615333,16,12/21/16 10:50 PM
519,Archer,WB,Ashland,Damen,0.63,S,,-87.66577839,41.83783649,-87.67537005,41.8319637,25,12/21/16 10:50 PM
520,Archer,WB,Halsted,Ashland,1.19,S,,-87.64651959,41.84732087,-87.66577839,41.83783649,20,12/21/16 10:50 PM
521,Archer,WB,Cermak,Halsted,0.72,S,,-87.63481317,41.85300225,-87.64651959,41.84732087,-1,12/21/16 10:50 PM
523,Caldwell,SE,Touhy,Mendota,0.59,N,,-87.78887012,42.01196895,-87.78263042,42.00481901,-1,11/2/12 1:21 PM
524,Caldwell,SE,Mendota,Devon,0.96,N,,-87.78263042,42.00481901,-87.76687737,41.9973029,-1,11/2/12 1:21 PM
525,Caldwell,SE,Devon,Central,0.15,N,,-87.76687737,41.9973029,-87.76439676,41.99613935,-1,12/21/16 10:50 PM
526,Caldwell,SE,Central,Edens Expy,0.79,N,,-87.76439676,41.99613935,-87.7513065,41.99029021,-1,12/21/16 10:50 PM
527,Caldwell,NW,Mendota,Touhy,0.59,N,,-87.78226252,42.00481724,-87.78850216,42.0119672,-1,12/21/16 10:50 PM
528,Caldwell,NW,Devon,Mendota,0.96,N,,-87.76650952,41.99730108,-87.78226252,42.00481724,-1,12/21/16 10:50 PM
529,Caldwell,NW,Central,Devon,0.15,N,,-87.764172,41.996247,-87.76650952,41.99730108,-1,12/21/16 10:50 PM
530,Caldwell,NW,Edens Expy,Central,0.79,N,,-87.75093868,41.99028834,-87.764172,41.996247,-1,12/21/16 10:50 PM
531,Cermak,EB,City Boundary,Kostner,0.25,W,,-87.73946928,41.85123506,-87.73451025,41.85130816,34,12/21/16 10:50 PM
532,Cermak,EB,Kostner,Pulaski,0.49,W,,-87.73451023,41.85130816,-87.72485656,41.85145514,23,12/21/16 10:50 PM
533,Cermak,EB,Pulaski,Central Park,0.5,W,,-87.72485655,41.85145514,-87.71500547,41.85150139,21,12/21/16 10:50 PM
534,Cermak,EB,Central Park,Trumball,0.2,W,,-87.71500548,41.85150139,-87.71115754,41.85186512,24,12/21/16 10:50 PM
535,Cermak,EB,Trumball,Kedzie,0.29,W,,-87.71087806,41.8515085,-87.70521855,41.85174486,14,12/21/16 10:50 PM
536,Cermak,EB,Kedzie,California,0.5,W,,-87.70521854,41.85174486,-87.69543401,41.85174036,23,12/21/16 10:50 PM
537,Cermak,EB,California,Western,0.5,W,,-87.69543403,41.85174036,-87.6856475,41.85193274,23,12/21/16 10:50 PM
538,Cermak,EB,Western,Damen,0.5,W,,-87.6856475,41.85193274,-87.67586195,41.85202542,-1,12/21/16 10:50 PM
539,Cermak,EB,Damen,Ashland,0.51,W,,-87.67586197,41.85202542,-87.66594314,41.85221536,-1,12/21/16 10:50 PM
540,Cermak,EB,Ashland,Racine,0.5,W,,-87.66594315,41.85221536,-87.65618294,41.85240538,-1,12/21/16 10:50 PM
541,Cermak,EB,Racine,Halsted,0.5,W,,-87.65618295,41.85240538,-87.64646289,41.85254537,19,12/21/16 10:50 PM
542,Cermak,EB,Halsted,Stewart,0.49,W,,-87.64646288,41.85254537,-87.63692791,41.85268567,23,12/21/16 10:50 PM
543,Cermak,EB,Stewart,State,0.5,W,,-87.6369279,41.85268567,-87.62705478,41.85272424,16,12/21/16 10:50 PM
544,Cermak,EB,Michigan,Dr Martin L King Jr,0.31,E,,-87.623799,41.85266505,-87.61945122,41.85277609,23,12/21/16 10:50 PM
545,Cermak,EB,State,Michigan,0.07,E,,-87.62705478,41.85272424,-87.623799,41.85266505,11,12/21/16 10:50 PM
546,Cermak,WB,Kostner,City Boundary,0.25,W,,-87.73450769,41.85158258,-87.73946676,41.85150947,23,12/21/16 10:50 PM
547,Cermak,WB,Pulaski,Kostner,0.49,W,,-87.72485396,41.85172956,-87.73450769,41.85158258,25,12/21/16 10:50 PM
548,Cermak,WB,Central Park,Pulaski,0.5,W,,-87.71500283,41.8517758,-87.72485396,41.85172956,-1,12/21/16 10:50 PM
549,Cermak,WB,Trumball,Central Park,0.2,W,,-87.71115488,41.85213953,-87.71500283,41.8517758,-1,12/21/16 10:50 PM
550,Cermak,WB,Kedzie,Trumball,0.29,W,,-87.70521586,41.85201927,-87.71087538,41.85178291,28,12/21/16 10:50 PM
551,Cermak,WB,California,Kedzie,0.5,W,,-87.69543129,41.85201477,-87.70521586,41.85201927,25,12/21/16 10:50 PM
552,Cermak,WB,Western,California,0.5,W,,-87.68564473,41.85220715,-87.69543129,41.85201477,28,12/21/16 10:50 PM
553,Cermak,WB,Damen,Western,0.5,W,,-87.67585914,41.85229983,-87.68564473,41.85220715,16,12/21/16 10:50 PM
554,Cermak,WB,Ashland,Damen,0.51,W,,-87.66594029,41.85248977,-87.67585914,41.85229983,19,12/21/16 10:50 PM
555,Cermak,WB,Racine,Ashland,0.5,W,,-87.65618005,41.85267979,-87.66594029,41.85248977,-1,12/21/16 10:50 PM
556,Cermak,WB,Halsted,Racine,0.5,W,,-87.64645995,41.85281978,-87.65618005,41.85267979,-1,12/21/16 10:50 PM
557,Cermak,WB,Stewart,Halsted,0.49,W,,-87.63692493,41.85296008,-87.64645995,41.85281978,27,12/21/16 10:50 PM
558,Cermak,WB,State,Stewart,0.5,E,,-87.62705176,41.85299865,-87.63692493,41.85296008,21,12/21/16 10:50 PM
559,Cermak,WB,Dr Martin L King Jr,Michigan,0.31,E,,-87.61944817,41.85305049,-87.623818,41.852991,22,12/21/16 10:50 PM
560,Cermak,WB,Michigan,State,0.07,E,,-87.623818,41.852991,-87.62705176,41.85299865,16,12/21/16 10:50 PM
561,Cicero,NB,87th,83rd,0.51,S,,-87.74089685,41.73457047,-87.74082876,41.74197845,-1,7/21/10 2:50 PM
562,Cicero,NB,83rd,79th,0.5,S,,-87.74082876,41.74197845,-87.74126324,41.74920146,-1,7/21/10 2:50 PM
563,Cicero,NB,79th,72nd,0.88,S,,-87.74126324,41.74920146,-87.74159895,41.76189812,25,12/21/16 10:50 PM
564,Cicero,NB,72nd,67th,0.64,S,,-87.74159895,41.76189812,-87.74186637,41.77112543,31,12/21/16 10:50 PM
565,Cicero,NB,67th,63rd,0.5,S,,-87.74186637,41.77112543,-87.74211462,41.77840974,32,12/21/16 10:50 PM
566,Cicero,NB,63rd,59th,0.41,S,,-87.74211462,41.77840974,-87.74122598,41.78431707,18,12/21/16 10:50 PM
567,Cicero,NB,59th,55th,0.6,S,,-87.74122598,41.78431707,-87.7417948,41.7930352,29,12/21/16 10:50 PM
568,Cicero,NB,55th,51st,0.51,S,,-87.7417948,41.7930352,-87.74280332,41.80034004,29,12/21/16 10:50 PM
569,Cicero,NB,51st,47th,0.5,S,,-87.74280332,41.80034004,-87.74295899,41.80762662,28,12/21/16 10:50 PM
570,Cicero,NB,47th,43rd,0.5,S,,-87.74295899,41.80762662,-87.74315163,41.81493002,-1,12/21/16 10:50 PM
571,Cicero,NB,43rd,Pershing,0.49,S,,-87.74315163,41.81493002,-87.74336457,41.82204757,-1,12/21/16 10:50 PM
572,Cicero,NB,Roosevelt,Harrison,0.5,S,,-87.7445767,41.8659069,-87.74480742,41.87313826,21,12/21/16 10:50 PM
573,Cicero,NB,Harrison,Madison,0.51,S,,-87.74480742,41.87313826,-87.74507418,41.88049469,19,12/21/16 10:50 PM
574,Cicero,NB,Madison,Kinzie,0.51,S,,-87.74507418,41.88049469,-87.74534035,41.88792051,24,12/21/16 10:50 PM
575,Cicero,NB,Kinzie,Chicago,0.49,N,,-87.74534035,41.88792051,-87.74562845,41.8949856,-1,12/21/16 10:50 PM
576,Cicero,NB,Chicago,Division,0.51,N,,-87.74562845,41.8949856,-87.74580249,41.90234154,-1,12/21/16 10:50 PM
577,Cicero,NB,Division,North Ave,0.5,N,,-87.74580249,41.90234154,-87.74590288,41.90962769,28,12/21/16 10:50 PM
578,Lake Shore Dr,NW,47th,43rd,0.53,S,,-87.58861739,41.81094268,-87.59490893,41.81694681,-1,12/21/16 10:50 PM
579,Lake Shore Dr,NW,43rd,Oakwood,0.64,S,,-87.59468951,41.81693536,-87.60019246,41.82529719,-1,12/21/16 10:50 PM
580,Lake Shore Dr,NW,Oakwood,31st,1,S,,-87.60019246,41.82529719,-87.60816788,41.83857175,19,12/21/16 10:50 PM
581,Lake Shore Dr,NW,31st,I-55 Expy,0.75,S,,-87.60816788,41.83857175,-87.61245607,41.84897634,55,12/21/16 10:50 PM
582,Lake Shore Dr,NW,I-55 Expy,18th,0.65,S,,-87.61245607,41.84897634,-87.61641887,41.85796047,50,12/21/16 10:50 PM
583,Lake Shore Dr,NW,18TH,Roosevelt,0.67,S,,-87.61641887,41.85796047,-87.61867114,41.8674651,-1,12/21/16 10:50 PM
584,Lake Shore Dr,NE,Roosevelt,Balbo,0.41,N,,-87.61867114,41.8674651,-87.61712898,41.87325521,19,12/21/16 10:50 PM
586,Lake Shore Dr,NB,Balbo,Monroe,0.53,S,,-87.61712898,41.87325521,-87.61730448,41.88091652,34,12/21/16 10:50 PM
587,Lake Shore Dr,NE,Monroe,Randolph,0.3,N,,-87.61730448,41.88091652,-87.61386137,41.88438769,-1,12/21/16 10:50 PM
589,Lake Shore Dr,NB,Randolph,Grand,0.51,N,,-87.61386137,41.88438769,-87.61390637,41.8918983,-1,12/21/16 10:50 PM
591,Lake Shore Dr,NW,Grand,Oak St,0.69,N,,-87.61390637,41.8918983,-87.61952598,41.90097877,-1,12/21/16 10:50 PM
592,Lake Shore Dr,NW,Oak St,Division,0.32,N,,-87.61952598,41.90097877,-87.62428733,41.90399607,-1,12/21/16 10:50 PM
593,Lake Shore Dr,NW,Division,North Ave,0.51,N,,-87.62428733,41.90399607,-87.62578106,41.91133018,49,12/21/16 10:50 PM
594,Lake Shore Dr,NW,North Ave,Fullerton,1.05,N,,-87.62578106,41.91133018,-87.63102643,41.92608274,-1,12/21/16 10:50 PM
595,Lake Shore Dr,NB,Fullerton,Diversey,0.51,N,,-87.63102643,41.92608274,-87.63185457,41.93342563,-1,12/21/16 10:50 PM
596,Lake Shore Dr,NW,Diversey,Belmont,0.58,N,,-87.63185457,41.93342563,-87.63822235,41.94038415,-1,12/21/16 10:50 PM
597,Lake Shore Dr,NW,Belmont,Addison,0.62,N,,-87.63822235,41.94038415,-87.64317516,41.94864861,48,12/21/16 10:50 PM
598,Lake Shore Dr,NW,Addison,Irving Park,0.42,N,,-87.64317516,41.94864861,-87.64458124,41.95465653,43,12/21/16 10:50 PM
599,Lake Shore Dr,NW,Irving Park,Montrose,0.51,N,,-87.64458124,41.95465653,-87.64607823,41.96200602,49,12/21/16 10:50 PM
600,Lake Shore Dr,NW,Montrose,Lawrence,0.52,N,,-87.64607823,41.96200602,-87.64778521,41.9694038,52,12/21/16 10:50 PM
601,Lake Shore Dr,NW,Lawrence,Foster,0.51,N,,-87.64778521,41.9694038,-87.65028304,41.9765945,47,12/21/16 10:50 PM
602,Lake Shore Dr,NW,Foster,Hollywood,0.64,N,,-87.65028304,41.9765945,-87.65339328,41.98555332,-1,12/21/16 10:50 PM
604,Lake Shore Dr,SW,55th,57th,0.2,S,,-87.57937497,41.79522045,-87.58048456,41.79241903,-1,12/21/16 10:50 PM
605,Lake Shore Dr,SE,51st,55th,0.53,S,,-87.58175849,41.80274051,-87.57937497,41.79522045,-1,12/21/16 10:50 PM
606,Lake Shore Dr,SE,47th,51st,0.68,S,,-87.58928579,41.8107941,-87.58175849,41.80274051,-1,12/21/16 10:50 PM
607,Lake Shore Dr,SE,43rd,47th,0.53,S,,-87.59527575,41.81694916,-87.58898418,41.81094506,-1,12/21/16 10:50 PM
608,Lake Shore Dr,SE,Oakwood,43rd,0.64,S,,-87.60055934,41.82529953,-87.59505632,41.81693772,-1,12/21/16 10:50 PM
609,Lake Shore Dr,SE,31st,Oakwood,1,S,,-87.60853482,41.83857406,-87.60055934,41.82529953,50,12/21/16 10:50 PM
610,Lake Shore Dr,SE,I-55 Expy,31st,0.75,S,,-87.61282307,41.84897864,-87.60853482,41.83857406,55,12/21/16 10:50 PM
611,Lake Shore Dr,SE,18th,Stevenson Expy,0.65,S,,-87.61678594,41.85796276,-87.61282307,41.84897864,55,12/21/16 10:50 PM
612,Lake Shore Dr,SE,Roosevelt,18th,0.67,S,,-87.61903825,41.86746738,-87.61678594,41.85796276,54,12/21/16 10:50 PM
613,Lake Shore Dr,SW,Balbo,Roosevelt,0.41,S,,-87.61749612,41.8732575,-87.61903825,41.86746738,-1,8/2/11 2:21 PM
615,Lake Shore Dr,SB,Monroe,Balbo,0.53,N,,-87.61767166,41.88091881,-87.61749612,41.8732575,-1,12/21/16 10:50 PM
616,Lake Shore Dr,SW,Randolph,Monroe,0.3,S,,-87.61422856,41.88438999,-87.61767166,41.88091881,41,12/21/16 10:50 PM
618,Lake Shore Dr,SB,Grand Ave,Randolph,0.51,N,,-87.61427361,41.8919006,-87.61422856,41.88438999,42,12/21/16 10:50 PM
620,Lake Shore Dr,SE,Oak St,Grand,0.69,N,,-87.61989328,41.90098105,-87.61427361,41.8919006,27,12/21/16 10:50 PM
621,Lake Shore Dr,SE,Division,Oak St,0.32,N,,-87.62465465,41.90399833,-87.61989328,41.90098105,38,12/21/16 10:50 PM
622,Lake Shore Dr,SE,North Ave,Division,0.51,N,,-87.62614841,41.91133244,-87.62465465,41.90399833,33,12/21/16 10:50 PM
623,Cicero,NB,North Ave,Armitage,0.5,N,,-87.74590288,41.90962769,-87.74592882,41.91693011,30,12/21/16 10:50 PM
624,Cicero,NB,Armitage,Fullerton,0.5,N,,-87.74592882,41.91693011,-87.74608485,41.92423042,31,12/21/16 10:50 PM
625,Cicero,NB,Fullerton,Diversey,0.5,N,,-87.74608485,41.92423042,-87.74640816,41.93153156,23,12/21/16 10:50 PM
626,Cicero,NB,Diversey,Belmont,0.5,N,,-87.74640816,41.93153156,-87.74669449,41.93881864,30,12/21/16 10:50 PM
627,Cicero,NB,Belmont,Addison,0.5,N,,-87.74669449,41.93881864,-87.74686922,41.94611901,29,12/21/16 10:50 PM
628,Cicero,NB,Addison,Irving Park,0.5,N,,-87.74686922,41.94611901,-87.74711834,41.95341975,27,12/21/16 10:50 PM
629,Cicero,NB,Irving Park,Sunnyside,0.61,N,,-87.74711834,41.95341975,-87.74739062,41.96225542,29,12/21/16 10:50 PM
630,Cicero,SB,83rd,87th,0.51,S,,-87.74119517,41.74198033,-87.74126321,41.73457237,-1,7/21/10 2:51 PM
631,Cicero,SB,79th,83rd,0.5,S,,-87.74162968,41.74920335,-87.74119517,41.74198033,-1,7/21/10 2:50 PM
